indice_tiempo,nivel_general,alimentos_bebidas,indumentaria,vivienda_servicios_basicos,equipamiento_mantenimiento_hogar,atencion_medica_salud,transporte_comunicaciones,esparcimiento,educacion,bienes_servicios_varios
1943-01-01,2.05049e-12,,,,,,,,,
1943-02-01,2.03862e-12,,,,,,,,,
1943-03-01,2.07078e-12,,,,,,,,,
1943-04-01,2.08452e-12,,,,,,,,,
1943-05-01,2.06641e-12,,,,,,,,,
1943-06-01,2.06859e-12,,,,,,,,,
1943-07-01,1.95183e-12,,,,,,,,,
1943-08-01,1.97213e-12,,,,,,,,,
1943-09-01,1.95402e-12,,,,,,,,,
1943-10-01,1.97431e-12,,,,,,,,,
1943-11-01,1.97431e-12,,,,,,,,,
1943-12-01,1.96807e-12,,,,,,,,,
1944-01-01,1.9818e-12,,,,,,,,,
1944-02-01,1.98586e-12,,,,,,,,,
1944-03-01,1.99866e-12,,,,,,,,,
1944-04-01,1.97618e-12,,,,,,,,,
1944-05-01,1.96807e-12,,,,,,,,,
1944-06-01,2.00397e-12,,,,,,,,,
1944-07-01,2.0021e-12,,,,,,,,,
1944-08-01,2.03051e-12,,,,,,,,,
1944-09-01,2.02645e-12,,,,,,,,,
1944-10-01,2.04018e-12,,,,,,,,,
1944-11-01,2.04018e-12,,,,,,,,,
1944-12-01,2.04424e-12,,,,,,,,,
1945-01-01,2.20346e-12,,,,,,,,,
1945-02-01,2.24561e-12,,,,,,,,,
1945-03-01,2.41294e-12,,,,,,,,,
1945-04-01,2.41513e-12,,,,,,,,,
1945-05-01,2.42356e-12,,,,,,,,,
1945-06-01,2.42481e-12,,,,,,,,,
1945-07-01,2.45322e-12,,,,,,,,,
1945-08-01,2.43105e-12,,,,,,,,,
1945-09-01,2.4451e-12,,,,,,,,,
1945-10-01,2.44697e-12,,,,,,,,,
1945-11-01,2.45134e-12,,,,,,,,,
1945-12-01,2.50535e-12,,,,,,,,,
1946-01-01,2.6811e-12,,,,,,,,,
1946-02-01,2.6852e-12,,,,,,,,,
1946-03-01,2.7638e-12,,,,,,,,,
1946-04-01,2.8116e-12,,,,,,,,,
1946-05-01,2.8041e-12,,,,,,,,,
1946-06-01,2.8519e-12,,,,,,,,,
1946-07-01,2.8581e-12,,,,,,,,,
1946-08-01,2.8382e-12,,,,,,,,,
1946-09-01,2.8422e-12,,,,,,,,,
1946-10-01,2.9125e-12,,,,,,,,,
1946-11-01,2.9249e-12,,,,,,,,,
1946-12-01,2.9749e-12,,,,,,,,,
1947-01-01,2.9493e-12,,,,,,,,,
1947-02-01,2.9693e-12,,,,,,,,,
1947-03-01,3.1507e-12,,,,,,,,,
1947-04-01,3.1525e-12,,,,,,,,,
1947-05-01,3.156e-12,,,,,,,,,
1947-06-01,3.3033e-12,,,,,,,,,
1947-07-01,3.2671e-12,,,,,,,,,
1947-08-01,3.2971e-12,,,,,,,,,
1947-09-01,3.3011e-12,,,,,,,,,
1947-10-01,3.283e-12,,,,,,,,,
1947-11-01,3.3136e-12,,,,,,,,,
1947-12-01,3.4185e-12,,,,,,,,,
1948-01-01,3.3636e-12,,,,,,,,,
1948-02-01,3.3539e-12,,,,,,,,,
1948-03-01,3.4145e-12,,,,,,,,,
1948-04-01,3.4344e-12,,,,,,,,,
1948-05-01,3.5194e-12,,,,,,,,,
1948-06-01,3.6199e-12,,,,,,,,,
1948-07-01,3.6118e-12,,,,,,,,,
1948-08-01,3.6861e-12,,,,,,,,,
1948-09-01,3.8372e-12,,,,,,,,,
1948-10-01,3.849e-12,,,,,,,,,
1948-11-01,3.8575e-12,,,,,,,,,
1948-12-01,4.0629e-12,,,,,,,,,
1949-01-01,4.0851e-12,,,,,,,,,
1949-02-01,4.0747e-12,,,,,,,,,
1949-03-01,4.3526e-12,,,,,,,,,
1949-04-01,4.5643e-12,,,,,,,,,
1949-05-01,4.697e-12,,,,,,,,,
1949-06-01,4.7519e-12,,,,,,,,,
1949-07-01,4.8399e-12,,,,,,,,,
1949-08-01,4.9227e-12,,,,,,,,,
1949-09-01,4.9998e-12,,,,,,,,,
1949-10-01,5.1365e-12,,,,,,,,,
1949-11-01,5.3017e-12,,,,,,,,,
1949-12-01,5.4303e-12,,,,,,,,,
1950-01-01,5.3338e-12,,,,,,,,,
1950-02-01,5.4728e-12,,,,,,,,,
1950-03-01,5.4746e-12,,,,,,,,,
1950-04-01,5.5936e-12,,,,,,,,,
1950-05-01,5.8596e-12,,,,,,,,,
1950-06-01,6.0269e-12,,,,,,,,,
1950-07-01,6.0288e-12,,,,,,,,,
1950-08-01,6.0406e-12,,,,,,,,,
1950-09-01,6.2801e-12,,,,,,,,,
1950-10-01,6.5183e-12,,,,,,,,,
1950-11-01,6.5039e-12,,,,,,,,,
1950-12-01,6.631e-12,,,,,,,,,
1951-01-01,6.5664e-12,,,,,,,,,
1951-02-01,6.7599e-12,,,,,,,,,
1951-03-01,6.7802e-12,,,,,,,,,
1951-04-01,7.3927e-12,,,,,,,,,
1951-05-01,7.9441e-12,,,,,,,,,
1951-06-01,8.2079e-12,,,,,,,,,
1951-07-01,8.2703e-12,,,,,,,,,
1951-08-01,9.0364e-12,,,,,,,,,
1951-09-01,8.8647e-12,,,,,,,,,
1951-10-01,9.1348e-12,,,,,,,,,
1951-11-01,9.1648e-12,,,,,,,,,
1951-12-01,9.9605e-12,,,,,,,,,
1952-01-01,1.03495e-11,,,,,,,,,
1952-02-01,1.04257e-11,,,,,,,,,
1952-03-01,1.07301e-11,,,,,,,,,
1952-04-01,1.14007e-11,,,,,,,,,
1952-05-01,1.15799e-11,,,,,,,,,
1952-06-01,1.18196e-11,,,,,,,,,
1952-07-01,1.13361e-11,,,,,,,,,
1952-08-01,1.12895e-11,,,,,,,,,
1952-09-01,1.16689e-11,,,,,,,,,
1952-10-01,1.17875e-11,,,,,,,,,
1952-11-01,1.18175e-11,,,,,,,,,
1952-12-01,1.18599e-11,,,,,,,,,
1953-01-01,1.17076e-11,,,,,,,,,
1953-02-01,1.23875e-11,,,,,,,,,
1953-03-01,1.23291e-11,,,,,,,,,
1953-04-01,1.18118e-11,,,,,,,,,
1953-05-01,1.16202e-11,,,,,,,,,
1953-06-01,1.16002e-11,,,,,,,,,
1953-07-01,1.1691e-11,,,,,,,,,
1953-08-01,1.17007e-11,,,,,,,,,
1953-09-01,1.16202e-11,,,,,,,,,
1953-10-01,1.15702e-11,,,,,,,,,
1953-11-01,1.16529e-11,,,,,,,,,
1953-12-01,1.17756e-11,,,,,,,,,
1954-01-01,1.15437e-11,,,,,,,,,
1954-02-01,1.15174e-11,,,,,,,,,
1954-03-01,1.15355e-11,,,,,,,,,
1954-04-01,1.17738e-11,,,,,,,,,
1954-05-01,1.17516e-11,,,,,,,,,
1954-06-01,1.19367e-11,,,,,,,,,
1954-07-01,1.22027e-11,,,,,,,,,
1954-08-01,1.22889e-11,,,,,,,,,
1954-09-01,1.25876e-11,,,,,,,,,
1954-10-01,1.2952e-11,,,,,,,,,
1954-11-01,1.30847e-11,,,,,,,,,
1954-12-01,1.3661e-11,,,,,,,,,
1955-01-01,1.33625e-11,,,,,,,,,
1955-02-01,1.33806e-11,,,,,,,,,
1955-03-01,1.33993e-11,,,,,,,,,
1955-04-01,1.35923e-11,,,,,,,,,
1955-05-01,1.36104e-11,,,,,,,,,
1955-06-01,1.36909e-11,,,,,,,,,
1955-07-01,1.37512e-11,,,,,,,,,
1955-08-01,1.3798e-11,,,,,,,,,
1955-09-01,1.38923e-11,,,,,,,,,
1955-10-01,1.38804e-11,,,,,,,,,
1955-11-01,1.38867e-11,,,,,,,,,
1955-12-01,1.46818e-11,,,,,,,,,
1956-01-01,1.44908e-11,,,,,,,,,
1956-02-01,1.43796e-11,,,,,,,,,
1956-03-01,1.43575e-11,,,,,,,,,
1956-04-01,1.48632e-11,,,,,,,,,
1956-05-01,1.54333e-11,,,,,,,,,
1956-06-01,1.60318e-11,,,,,,,,,
1956-07-01,1.5949e-11,,,,,,,,,
1956-08-01,1.58729e-11,,,,,,,,,
1956-09-01,1.59609e-11,,,,,,,,,
1956-10-01,1.61644e-11,,,,,,,,,
1956-11-01,1.64145e-11,,,,,,,,,
1956-12-01,1.71297e-11,,,,,,,,,
1957-01-01,1.69399e-11,,,,,,,,,
1957-02-01,1.70692e-11,,,,,,,,,
1957-03-01,1.76914e-11,,,,,,,,,
1957-04-01,1.8165e-11,,,,,,,,,
1957-05-01,1.86739e-11,,,,,,,,,
1957-06-01,1.93913e-11,,,,,,,,,
1957-07-01,1.97481e-11,,,,,,,,,
1957-08-01,2.08093e-11,,,,,,,,,
1957-09-01,2.07634e-11,,,,,,,,,
1957-10-01,2.09828e-11,,,,,,,,,
1957-11-01,2.15108e-11,,,,,,,,,
1957-12-01,2.15204e-11,,,,,,,,,
1958-01-01,2.09504e-11,,,,,,,,,
1958-02-01,2.12404e-11,,,,,,,,,
1958-03-01,2.15913e-11,,,,,,,,,
1958-04-01,2.25238e-11,,,,,,,,,
1958-05-01,2.39777e-11,,,,,,,,,
1958-06-01,2.50354e-11,,,,,,,,,
1958-07-01,2.59436e-11,,,,,,,,,
1958-08-01,2.71487e-11,,,,,,,,,
1958-09-01,2.76678e-11,,,,,,,,,
1958-10-01,2.84901e-11,,,,,,,,,
1958-11-01,2.99378e-11,,,,,,,,,
1958-12-01,3.24419e-11,,,,,,,,,
1959-01-01,3.82028e-11,,,,,,,,,
1959-02-01,4.16713e-11,,,,,,,,,
1959-03-01,4.47289e-11,,,,,,,,,
1959-04-01,4.84271e-11,,,,,,,,,
1959-05-01,5.3479e-11,,,,,,,,,
1959-06-01,5.68585e-11,,,,,,,,,
1959-07-01,5.85975e-11,,,,,,,,,
1959-08-01,6.08125e-11,,,,,,,,,
1959-09-01,6.18905e-11,,,,,,,,,
1959-10-01,6.22729e-11,,,,,,,,,
1959-11-01,6.35763e-11,,,,,,,,,
1959-12-01,6.54095e-11,,,,,,,,,
1960-01-01,6.72018e-11,,,,,,,,,
1960-02-01,6.77557e-11,,,,,,,,,
1960-03-01,6.82399e-11,,,,,,,,,
1960-04-01,6.81709e-11,,,,,,,,,
1960-05-01,6.80326e-11,,,,,,,,,
1960-06-01,6.76867e-11,,,,,,,,,
1960-07-01,6.83092e-11,,,,,,,,,
1960-08-01,6.86554e-11,,,,,,,,,
1960-09-01,6.87247e-11,,,,,,,,,
1960-10-01,6.92782e-11,,,,,,,,,
1960-11-01,7.10084e-11,,,,,,,,,
1960-12-01,7.75142e-11,,,,,,,,,
1961-01-01,7.28079e-11,,,,,,,,,
1961-02-01,7.37076e-11,,,,,,,,,
1961-03-01,7.45384e-11,,,,,,,,,
1961-04-01,7.61992e-11,,,,,,,,,
1961-05-01,7.67528e-11,,,,,,,,,
1961-06-01,7.77908e-11,,,,,,,,,
1961-07-01,7.89675e-11,,,,,,,,,
1961-08-01,7.95903e-11,,,,,,,,,
1961-09-01,8.0421e-11,,,,,,,,,
1961-10-01,8.049e-11,,,,,,,,,
1961-11-01,8.30509e-11,,,,,,,,,
1961-12-01,9.02486e-11,,,,,,,,,
1962-01-01,8.66496e-11,,,,,,,,,
1962-02-01,8.78956e-11,,,,,,,,,
1962-03-01,8.92795e-11,,,,,,,,,
1962-04-01,9.21864e-11,,,,,,,,,
1962-05-01,9.53701e-11,,,,,,,,,
1962-06-01,9.67541e-11,,,,,,,,,
1962-07-01,1.011145e-10,,,,,,,,,
1962-08-01,1.024294e-10,,,,,,,,,
1962-09-01,1.062173e-10,,,,,,,,,
1962-10-01,1.080355e-10,,,,,,,,,
1962-11-01,1.074816e-10,,,,,,,,,
1962-12-01,1.179323e-10,,,,,,,,,
1963-01-01,1.130877e-10,,,,,,,,,
1963-02-01,1.141257e-10,,,,,,,,,
1963-03-01,1.195239e-10,,,,,,,,,
1963-04-01,1.213927e-10,,,,,,,,,
1963-05-01,1.213927e-10,,,,,,,,,
1963-06-01,1.227769e-10,,,,,,,,,
1963-07-01,1.246454e-10,,,,,,,,,
1963-08-01,1.251993e-10,,,,,,,,,
1963-09-01,1.27137e-10,,,,,,,,,
1963-10-01,1.310819e-10,,,,,,,,,
1963-11-01,1.34404e-10,,,,,,,,,
1963-12-01,1.460313e-10,,,,,,,,,
1964-01-01,1.453389e-10,,,,,,,,,
1964-02-01,1.442315e-10,,,,,,,,,
1964-03-01,1.438163e-10,,,,,,,,,
1964-04-01,1.49353e-10,,,,,,,,,
1964-05-01,1.49561e-10,,,,,,,,,
1964-06-01,1.51637e-10,,,,,,,,,
1964-07-01,1.521909e-10,,,,,,,,,
1964-08-01,1.514294e-10,,,,,,,,,
1964-09-01,1.530906e-10,,,,,,,,,
1964-10-01,1.591116e-10,,,,,,,,,
1964-11-01,1.609111e-10,,,,,,,,,
1964-12-01,1.724691e-10,,,,,,,,,
1965-01-01,1.66102e-10,,,,,,,,,
1965-02-01,1.7413e-10,,,,,,,,,
1965-03-01,1.78352e-10,,,,,,,,,
1965-04-01,1.80221e-10,,,,,,,,,
1965-05-01,1.84096e-10,,,,,,,,,
1965-06-01,1.91502e-10,,,,,,,,,
1965-07-01,1.99876e-10,,,,,,,,,
1965-08-01,2.04305e-10,,,,,,,,,
1965-09-01,2.0735e-10,,,,,,,,,
1965-10-01,2.1268e-10,,,,,,,,,
1965-11-01,2.20362e-10,,,,,,,,,
1965-12-01,2.38356e-10,,,,,,,,,
1966-01-01,2.32958e-10,,,,,,,,,
1966-02-01,2.38079e-10,,,,,,,,,
1966-03-01,2.4327e-10,,,,,,,,,
1966-04-01,2.48322e-10,,,,,,,,,
1966-05-01,2.50883e-10,,,,,,,,,
1966-06-01,2.53028e-10,,,,,,,,,
1966-07-01,2.57043e-10,,,,,,,,,
1966-08-01,2.60018e-10,,,,,,,,,
1966-09-01,2.63964e-10,,,,,,,,,
1966-10-01,2.72407e-10,,,,,,,,,
1966-11-01,2.78774e-10,,,,,,,,,
1966-12-01,3.09711e-10,,,,,,,,,
1967-01-01,2.9518e-10,,,,,,,,,
1967-02-01,3.0148e-10,,,,,,,,,
1967-03-01,3.0812e-10,,,,,,,,,
1967-04-01,3.1186e-10,,,,,,,,,
1967-05-01,3.1483e-10,,,,,,,,,
1967-06-01,3.2854e-10,,,,,,,,,
1967-07-01,3.4494e-10,,,,,,,,,
1967-08-01,3.4611e-10,,,,,,,,,
1967-09-01,3.4771e-10,,,,,,,,,
1967-10-01,3.5767e-10,,,,,,,,,
1967-11-01,3.6591e-10,,,,,,,,,
1967-12-01,3.9442e-10,,,,,,,,,
1968-01-01,3.8086e-10,,,,,,,,,
1968-02-01,3.8459e-10,,,,,,,,,
1968-03-01,3.821e-10,,,,,,,,,
1968-04-01,3.8051e-10,,,,,,,,,
1968-05-01,3.8093e-10,,,,,,,,,
1968-06-01,3.8225e-10,,,,,,,,,
1968-07-01,3.8203e-10,,,,,,,,,
1968-08-01,3.8266e-10,,,,,,,,,
1968-09-01,3.8799e-10,,,,,,,,,
1968-10-01,3.956e-10,,,,,,,,,
1968-11-01,3.9691e-10,,,,,,,,,
1968-12-01,4.3214e-10,,,,,,,,,
1969-01-01,4.1221e-10,,,,,,,,,
1969-02-01,4.0667e-10,,,,,,,,,
1969-03-01,4.1124e-10,,,,,,,,,
1969-04-01,4.1166e-10,,,,,,,,,
1969-05-01,4.0598e-10,,,,,,,,,
1969-06-01,4.0999e-10,,,,,,,,,
1969-07-01,4.1546e-10,,,,,,,,,
1969-08-01,4.1235e-10,,,,,,,,,
1969-09-01,4.2003e-10,,,,,,,,,
1969-10-01,4.264e-10,,,,,,,,,
1969-11-01,4.2944e-10,,,,,,,,,
1969-12-01,4.6093e-10,,,,,,,,,
1970-01-01,4.392e-10,,,,,,,,,
1970-02-01,4.4515e-10,,,,,,,,,
1970-03-01,4.509e-10,,,,,,,,,
1970-04-01,4.5436e-10,,,,,,,,,
1970-05-01,4.5772e-10,,,,,,,,,
1970-06-01,4.6107e-10,,,,,,,,,
1970-07-01,4.6674e-10,,,,,,,,,
1970-08-01,4.7201e-10,,,,,,,,,
1970-09-01,4.8163e-10,,,,,,,,,
1970-10-01,5.0073e-10,,,,,,,,,
1970-11-01,5.1367e-10,,,,,,,,,
1970-12-01,5.6115e-10,,,,,,,,,
1971-01-01,5.5956e-10,,,,,,,,,
1971-02-01,5.7824e-10,,,,,,,,,
1971-03-01,5.8433e-10,,,,,,,,,
1971-04-01,5.8959e-10,,,,,,,,,
1971-05-01,6.0392e-10,,,,,,,,,
1971-06-01,6.2274e-10,,,,,,,,,
1971-07-01,6.4953e-10,,,,,,,,,
1971-08-01,6.6655e-10,,,,,,,,,
1971-09-01,6.7257e-10,,,,,,,,,
1971-10-01,6.7949e-10,,,,,,,,,
1971-11-01,6.9784e-10,,,,,,,,,
1971-12-01,7.8068e-10,,,,,,,,,
1972-01-01,8.2137e-10,,,,,,,,,
1972-02-01,8.5105e-10,,,,,,,,,
1972-03-01,8.8705e-10,,,,,,,,,
1972-04-01,9.3031e-10,,,,,,,,,
1972-05-01,9.4526e-10,,,,,,,,,
1972-06-01,9.9723e-10,,,,,,,,,
1972-07-01,1.04672e-09,,,,,,,,,
1972-08-01,1.0454e-09,,,,,,,,,
1972-09-01,1.07101e-09,,,,,,,,,
1972-10-01,1.12285e-09,,,,,,,,,
1972-11-01,1.17759e-09,,,,,,,,,
1972-12-01,1.28148e-09,,,,,,,,,
1973-01-01,1.34072e-09,,,,,,,,,
1973-02-01,1.44218e-09,,,,,,,,,
1973-03-01,1.56607e-09,,,,,,,,,
1973-04-01,1.63603e-09,,,,,,,,,
1973-05-01,1.69265e-09,,,,,,,,,
1973-06-01,1.64296e-09,,,,,,,,,
1973-07-01,1.64282e-09,,,,,,,,,
1973-08-01,1.65597e-09,,,,,,,,,
1973-09-01,1.66462e-09,,,,,,,,,
1973-10-01,1.69043e-09,,,,,,,,,
1973-11-01,1.70386e-09,,,,,,,,,
1973-12-01,1.84234e-09,,,,,,,,,
1974-01-01,1.73695e-09,,,,,,,,,
1974-02-01,1.76414e-09,,,,,,,,,
1974-03-01,1.78511e-09,,,,,,,,,
1974-04-01,1.83577e-09,,,,,,,,,
1974-05-01,1.89688e-09,,,,,,,,,
1974-06-01,1.96955e-09,,,,,,,,,
1974-07-01,2.01476e-09,,,,,,,,,
1974-08-01,2.05219e-09,,,,,,,,,
1974-09-01,2.12002e-09,,,,,,,,,
1974-10-01,2.20016e-09,,,,,,,,,
1974-11-01,2.29117e-09,,,,,,,,,
1974-12-01,2.58115e-09,,,,,,,,,
1975-01-01,2.6558e-09,,,,,,,,,
1975-02-01,2.7784e-09,,,,,,,,,
1975-03-01,3.0037e-09,,,,,,,,,
1975-04-01,3.295e-09,,,,,,,,,
1975-05-01,3.4232e-09,,,,,,,,,
1975-06-01,4.1469e-09,,,,,,,,,
1975-07-01,5.5872e-09,,,,,,,,,
1975-08-01,6.8428e-09,,,,,,,,,
1975-09-01,7.5823e-09,,,,,,,,,
1975-10-01,8.6282e-09,,,,,,,,,
1975-11-01,9.4007e-09,,,,,,,,,
1975-12-01,1.1227e-08,,,,,,,,,
1976-01-01,1.22261e-08,,,,,,,,,
1976-02-01,1.45473e-08,,,,,,,,,
1976-03-01,2.00128e-08,,,,,,,,,
1976-04-01,2.68018e-08,,,,,,,,,
1976-05-01,3.00427e-08,,,,,,,,,
1976-06-01,3.08634e-08,,,,,,,,,
1976-07-01,3.21722e-08,,,,,,,,,
1976-08-01,3.39464e-08,,,,,,,,,
1976-09-01,3.75297e-08,,,,,,,,,
1976-10-01,4.07047e-08,,,,,,,,,
1976-11-01,4.39422e-08,,,,,,,,,
1976-12-01,5.02463e-08,,,,,,,,,
1977-01-01,5.42823e-08,,,,,,,,,
1977-02-01,5.87632e-08,,,,,,,,,
1977-03-01,6.31976e-08,,,,,,,,,
1977-04-01,6.69964e-08,8.24484e-08,2.205142e-07,4.92892e-08,5.90853e-08,3.58918e-08,6.50326e-08,,,5.7834e-08
1977-05-01,7.13484e-08,8.78214e-08,2.305042e-07,5.71355e-08,6.22672e-08,3.59905e-08,6.69268e-08,,,5.91566e-08
1977-06-01,7.68046e-08,9.64862e-08,2.395748e-07,5.94234e-08,6.73693e-08,3.99763e-08,6.84351e-08,,,6.20122e-08
1977-07-01,8.24509e-08,1.023889e-07,2.518937e-07,6.77457e-08,7.28688e-08,4.34491e-08,6.99083e-08,,,6.91362e-08
1977-08-01,9.17989e-08,1.125294e-07,2.710768e-07,7.95383e-08,8.09337e-08,4.7277e-08,8.76573e-08,,,7.38856e-08
1977-09-01,9.94155e-08,1.220645e-07,2.919147e-07,8.43751e-08,8.86688e-08,5.24861e-08,9.01127e-08,,,8.59995e-08
1977-10-01,1.118358e-07,1.366699e-07,3.49648e-07,9.46321e-08,9.79543e-08,5.68762e-08,1.074407e-07,,,9.41455e-08
1977-11-01,1.21944e-07,1.490428e-07,3.844596e-07,1.020636e-07,1.086796e-07,6.30722e-08,1.124917e-07,,,1.084537e-07
1977-12-01,1.30859e-07,1.565347e-07,4.067685e-07,1.108623e-07,1.17814e-07,6.92282e-08,1.310124e-07,,,1.143904e-07
1978-01-01,1.48339e-07,1.72162e-07,4.20803e-07,1.3976e-07,1.32901e-07,7.8571e-08,1.63318e-07,,,1.28759e-07
1978-02-01,1.57542e-07,1.82491e-07,4.38883e-07,1.44213e-07,1.42405e-07,8.5162e-08,1.70439e-07,,,1.42872e-07
1978-03-01,1.72496e-07,1.99897e-07,4.69037e-07,1.52075e-07,1.54927e-07,9.629e-08,1.81348e-07,,,1.59885e-07
1978-04-01,1.91599e-07,2.24907e-07,5.50121e-07,1.65341e-07,1.70288e-07,1.0511e-07,1.96904e-07,,,1.77139e-07
1978-05-01,2.08252e-07,2.46437e-07,5.89774e-07,1.74554e-07,1.9056e-07,1.14858e-07,2.12935e-07,,,1.93942e-07
1978-06-01,2.2177e-07,2.60967e-07,6.16006e-07,1.83614e-07,2.02794e-07,1.26499e-07,2.24773e-07,,,2.12278e-07
1978-07-01,2.36402e-07,2.71561e-07,6.47446e-07,2.04588e-07,2.17249e-07,1.34964e-07,2.42627e-07,,,2.35003e-07
1978-08-01,2.54859e-07,2.96459e-07,6.81584e-07,2.18654e-07,2.31843e-07,1.44514e-07,2.55711e-07,,,2.53489e-07
1978-09-01,2.71149e-07,3.1674e-07,7.27121e-07,2.30692e-07,2.48301e-07,1.55288e-07,2.70092e-07,,,2.69691e-07
1978-10-01,2.97605e-07,3.51058e-07,8.53129e-07,2.47152e-07,2.66131e-07,1.66061e-07,2.95418e-07,,,2.92116e-07
1978-11-01,3.23776e-07,3.86248e-07,9.65225e-07,2.68219e-07,2.83055e-07,1.78256e-07,3.10396e-07,,,3.10452e-07
1978-12-01,3.53116e-07,4.22383e-07,1.025777e-06,2.93862e-07,3.04369e-07,1.91851e-07,3.46034e-07,,,3.39579e-07
1979-01-01,3.98212e-07,4.87728e-07,1.070211e-06,3.34951e-07,3.32403e-07,2.11563e-07,3.82444e-07,,,3.82624e-07
1979-02-01,4.27852e-07,5.26171e-07,1.14486e-06,3.52978e-07,3.56734e-07,2.37194e-07,4.0356e-07,,,4.06341e-07
1979-03-01,4.6101e-07,5.61474e-07,1.267252e-06,3.80033e-07,3.87072e-07,2.5884e-07,4.33726e-07,,,4.33003e-07
1979-04-01,4.93288e-07,5.89512e-07,1.476796e-06,4.16332e-07,4.21579e-07,2.82222e-07,4.57017e-07,,,4.71314e-07
1979-05-01,5.27426e-07,6.30452e-07,1.560025e-06,4.51587e-07,4.53837e-07,3.05347e-07,4.808e-07,,,5.00697e-07
1979-06-01,5.7856e-07,7.03365e-07,1.628361e-06,4.79656e-07,4.90704e-07,3.34885e-07,5.31766e-07,,,5.33521e-07
1979-07-01,6.19938e-07,7.46728e-07,1.688852e-06,5.29006e-07,5.26364e-07,3.64463e-07,5.61792e-07,,,5.88981e-07
1979-08-01,6.90922e-07,8.71706e-07,1.731141e-06,5.60515e-07,5.69238e-07,3.95955e-07,5.89433e-07,,,6.35242e-07
1979-09-01,7.38219e-07,9.24149e-07,1.803583e-06,5.95186e-07,6.2152e-07,4.35517e-07,6.51835e-07,,,6.76814e-07
1979-10-01,7.70262e-07,9.32549e-07,2.092434e-06,6.34771e-07,6.65436e-07,4.67817e-07,7.01434e-07,,,7.3567e-07
1979-11-01,8.09849e-07,9.71597e-07,2.235112e-06,6.60966e-07,7.06692e-07,5.01726e-07,7.47367e-07,,,7.85237e-07
1979-12-01,8.46544e-07,1.004554e-06,2.267043e-06,6.84797e-07,7.4087e-07,5.40726e-07,8.35077e-07,,,8.28643e-07
1980-01-01,9.07578e-07,1.08511e-06,2.271149e-06,7.25764e-07,7.82098e-07,5.87115e-07,8.89481e-07,,,9.13801e-07
1980-02-01,9.56092e-07,1.149472e-06,2.28451e-06,7.63875e-07,8.19129e-07,6.14147e-07,9.40343e-07,,,9.65472e-07
1980-03-01,1.011507e-06,1.206569e-06,2.329557e-06,8.1083e-07,8.59452e-07,6.55879e-07,1.012005e-06,,,1.017595e-06
1980-04-01,1.073977e-06,1.284704e-06,2.607621e-06,8.54991e-07,9.06057e-07,6.93942e-07,1.061639e-06,,,1.081561e-06
1980-05-01,1.136103e-06,1.367909e-06,2.674363e-06,9.03205e-07,9.53018e-07,7.30603e-07,1.11713e-06,,,1.129536e-06
1980-06-01,1.201289e-06,1.45119e-06,2.728971e-06,9.70091e-07,9.98525e-07,7.6537e-07,1.177007e-06,,,1.18226e-06
1980-07-01,1.256235e-06,1.500644e-06,2.788727e-06,1.0406e-06,1.062685e-06,7.99684e-07,1.235796e-06,,,1.254191e-06
1980-08-01,1.299224e-06,1.532352e-06,2.840392e-06,1.103248e-06,1.112828e-06,8.56491e-07,1.264348e-06,,,1.332796e-06
1980-09-01,1.35826e-06,1.587974e-06,2.907564e-06,1.157973e-06,1.166399e-06,9.09687e-07,1.376244e-06,,,1.396913e-06
1980-10-01,1.46169e-06,1.695811e-06,3.361034e-06,1.302278e-06,1.238404e-06,9.94514e-07,1.447099e-06,,,1.465057e-06
1980-11-01,1.53006e-06,1.772887e-06,3.45603e-06,1.376964e-06,1.306624e-06,1.035911e-06,1.504871e-06,,,1.539724e-06
1980-12-01,1.588409e-06,1.825632e-06,3.50837e-06,1.431351e-06,1.355917e-06,1.106826e-06,1.615574e-06,,,1.594282e-06
1981-01-01,1.6662e-06,1.9161e-06,3.5467e-06,1.5131e-06,1.4039e-06,1.175e-06,1.656e-06,,,1.7215e-06
1981-02-01,1.7358e-06,1.9906e-06,3.6319e-06,1.564e-06,1.4678e-06,1.2443e-06,1.7531e-06,,,1.7978e-06
1981-03-01,1.8398e-06,2.1034e-06,3.7766e-06,1.6464e-06,1.5446e-06,1.3273e-06,1.8728e-06,,,1.8946e-06
1981-04-01,1.9849e-06,2.2438e-06,4.4814e-06,1.7683e-06,1.6908e-06,1.4284e-06,2.0608e-06,,,2.0407e-06
1981-05-01,2.1345e-06,2.4511e-06,4.6867e-06,1.8672e-06,1.809e-06,1.5211e-06,2.1765e-06,,,2.1946e-06
1981-06-01,2.3346e-06,2.7122e-06,4.8761e-06,2.0235e-06,1.9695e-06,1.6434e-06,2.3908e-06,,,2.3687e-06
1981-07-01,2.5737e-06,2.9994e-06,5.055e-06,2.1804e-06,2.1637e-06,1.7624e-06,2.6399e-06,,,2.7423e-06
1981-08-01,2.7776e-06,3.226e-06,5.1978e-06,2.4006e-06,2.308e-06,1.9055e-06,2.8672e-06,,,2.9954e-06
1981-09-01,2.9761e-06,3.4213e-06,5.4528e-06,2.6238e-06,2.4586e-06,2.0533e-06,3.1471e-06,,,3.2996e-06
1981-10-01,3.1494e-06,3.5458e-06,6.491e-06,2.7633e-06,2.6281e-06,2.2143e-06,3.3979e-06,,,3.5849e-06
